filename,probability
00286_1.ela.png,0.0689395354129374
00266_0.ela.png,0.2884472953155637
id16_0010_1.ela.png,1.2741924182435582e-07
00262_1.ela.png,1.9497436198889773e-05
id31_0007_1.ela.png,6.953059141778795e-05
id2_0008_0.ela.png,0.27801040560007095
id57_0007_0.ela.png,2.7137619440509297e-05
id25_0010_0.ela.png,1.143922470510006
id40_0003_1.ela.png,2.117179722553944e-11
00277_0.ela.png,0.0002774394260995905
id32_0002_1.ela.png,0.00015598084246448707
id12_0000_0.ela.png,0.001685589631961193
00047_0.ela.png,2.679698809515685e-05
id45_0003_1.ela.png,1.0567612757084177e-08
id56_0009_1.ela.png,1.60894003897738e-05
00260_1.ela.png,14.220865070819855
00048_0.ela.png,98.35346341133118
00270_1.ela.png,0.006374203803716227
id10_0001_0.ela.png,71.06072902679443
id32_0006_0.ela.png,4.430556188594892e-06
00208_0.ela.png,3.1993216964565363e-06
id13_0004_1.ela.png,0.00010028056749433745
id3_0001_0.ela.png,100.0
id49_0004_0.ela.png,0.0001351971150143072
id30_0007_0.ela.png,94.78906989097595
id1_0001_1.ela.png,99.95393753051758
00273_0.ela.png,3.813881832570587e-06
00280_0.ela.png,0.002865329042833764
id8_0009_1.ela.png,2.539854160321653e-08
id20_0008_1.ela.png,0.008704410720383748
id43_0006_0.ela.png,5.56637802517912e-07
00170_0.ela.png,4.0327600459022506e-05
00194_0.ela.png,7.980863081513689e-07
00063_0.ela.png,0.0771424442064017
id57_0003_0.ela.png,0.06933516706340015
id0_0001_1.ela.png,99.44551587104797
id1_0007_0.ela.png,99.99984502792358
id48_0000_0.ela.png,2.7712543631402964e-10
00278_1.ela.png,5.923553314524099e-09
00284_0.ela.png,0.00018671804582481855
id1_0008_0.ela.png,0.0006923977707629092
00281_1.ela.png,0.3999163396656513
id20_0008_0.ela.png,0.01439650950487703
id36_0008_1.ela.png,25.534769892692566
00264_0.ela.png,0.00016292426607833477
id22_0000_1.ela.png,8.179544863651245e-06
id13_0011_0.ela.png,9.90384966135025
id32_0008_0.ela.png,2.4325596168637276
00251_0.ela.png,2.4208510196466193e-09
id30_0007_1.ela.png,0.057624251348897815
id36_0008_0.ela.png,2.586384490132332
00266_1.ela.png,2.105553731368559e-07
00269_1.ela.png,0.0008553063707950059
id3_0001_1.ela.png,99.89321827888489
00193_1.ela.png,9.290241353987483e-08
id48_0003_0.ela.png,0.0005683627023245208
00258_1.ela.png,1.7904077526109674e-09
00095_1.ela.png,0.00011716449535015272
00255_0.ela.png,2.0547474832710577e-07
id32_0008_1.ela.png,0.008854972838889807
id43_0002_0.ela.png,2.7427756246756196e-09
00280_1.ela.png,2.026654222220259e-06
00236_0.ela.png,1.7612553904200468e-05
id19_0005_0.ela.png,0.0819265900645405
00253_1.ela.png,0.006525951175717637
00076_0.ela.png,7.1939920687214e-08
00261_0.ela.png,5.447276407721802e-06
id6_0005_1.ela.png,99.99970197677612
id43_0001_0.ela.png,0.1289415406063199
id23_0001_1.ela.png,78.8165807723999
id11_0006_0.ela.png,0.0020440211301320232
00264_1.ela.png,0.0013467423741531093
id32_0003_1.ela.png,0.0018179576727561653
00267_1.ela.png,0.0002211896571679972
id51_0001_1.ela.png,0.0002181472609663615
id29_0008_1.ela.png,3.973811057988996e-07
00255_1.ela.png,1.6848446249273508e-09
id10_0007_0.ela.png,1.0696985519587088e-06
00283_1.ela.png,0.00016444438415419427
00274_0.ela.png,0.0007047536655591102
00268_1.ela.png,0.1667526550590992
id53_0007_0.ela.png,5.974985395340582e-07
id11_0008_1.ela.png,2.380106600696763e-06
id17_0002_1.ela.png,0.0001835921921156114
id33_0008_1.ela.png,4.1123642712708255e-12
00063_1.ela.png,1.2758350464991963e-05
00244_1.ela.png,2.376286056815502e-07
id50_0006_0.ela.png,6.524361850779314e-06
id46_0000_1.ela.png,0.0002583079321993864
00263_0.ela.png,0.34467377699911594
id32_0002_0.ela.png,4.644413991172769e-05
00251_1.ela.png,5.236585320030659e-14
00011_0.ela.png,4.435189068317413
id29_0008_0.ela.png,0.016260967822745442
id21_0009_0.ela.png,0.00037274353417160455
id3_0002_1.ela.png,99.69582557678223
id23_0001_0.ela.png,91.40006899833679
id35_0000_0.ela.png,0.029924919363111258
id16_0007_1.ela.png,99.53730702400208
id16_0010_0.ela.png,7.473213159414627e-07
id17_0000_0.ela.png,1.5120165422558784
00170_1.ela.png,2.2675519062431704e-05
00021_1.ela.png,1.1935709975659847
id28_0004_1.ela.png,56.09627962112427
id1_0006_0.ela.png,99.72587823867798
id12_0005_1.ela.png,0.006653170567005873
00258_0.ela.png,4.515608026389728e-09
id29_0009_0.ela.png,1.2664571613640874e-05
id58_0002_1.ela.png,1.2089801160186653e-06
id33_0002_0.ela.png,0.0054555446695303544
00236_1.ela.png,1.987963216265598e-06
id36_0001_0.ela.png,1.4124040491878986
00202_1.ela.png,2.6568631028567324e-05
id13_0011_1.ela.png,7.562626933577121e-05
00254_1.ela.png,1.5055458268964372e-08
id35_0000_1.ela.png,0.8528965525329113
id35_0008_0.ela.png,0.0017715759895509109
00250_1.ela.png,0.00011787145695052459
00256_1.ela.png,1.1951274388535826e-10
id22_0009_0.ela.png,0.4329209681600332
id36_0006_0.ela.png,0.0025154360628221184
00272_1.ela.png,9.59929618432609e-10
id49_0004_1.ela.png,9.852151316991353e-08
id50_0003_1.ela.png,0.03670861478894949
id16_0007_0.ela.png,1.4985615387558937
id31_0004_1.ela.png,99.04887676239014
id50_0000_0.ela.png,7.978704985589502e-06
00048_1.ela.png,1.4707399532198906
id36_0002_1.ela.png,4.0743570774793625
00207_1.ela.png,1.3394058084870153e-07
00047_1.ela.png,2.003459940169705e-05
id26_0008_0.ela.png,19.907672703266144
id29_0009_1.ela.png,4.952038779038048e-07
00011_1.ela.png,4.362989969308728e-06
id8_0000_0.ela.png,8.180042527783371e-05
id17_0002_0.ela.png,1.5572870992741628e-06
id58_0002_0.ela.png,5.418231552312136e-06
id7_0006_1.ela.png,0.00011235837291678763
id36_0001_1.ela.png,2.391737699508667
id1_0008_1.ela.png,2.3400605186907342e-05
00277_1.ela.png,0.045310621499083936
00133_0.ela.png,1.620595924123336e-05
id51_0005_0.ela.png,16.3250133395195
id13_0004_0.ela.png,0.0027507292543305084
id51_0006_0.ela.png,0.032306110369972885
id19_0007_0.ela.png,0.0005129818418936338
id56_0009_0.ela.png,0.005085009979666211
id7_0006_0.ela.png,0.008689598325872794
00276_1.ela.png,3.4494576639509944e-08
00279_0.ela.png,0.10365316411480308
id51_0005_1.ela.png,0.03101950278505683
id2_0003_0.ela.png,99.99275207519531
id56_0002_1.ela.png,5.069499264820365e-08
00138_1.ela.png,87.29278445243835
id1_0007_1.ela.png,99.969482421875
id48_0003_1.ela.png,5.240250899873899e-07
00289_0.ela.png,2.0243593468194376e-06
00092_0.ela.png,3.519540880958516e-07
id28_0004_0.ela.png,1.0109241120517254
00024_0.ela.png,4.528673684944806e-05
id22_0000_0.ela.png,0.03683528630062938
id21_0009_1.ela.png,28.309300541877747
id33_0008_0.ela.png,6.2298097236457295e-09
00257_0.ela.png,0.010161229874938726
id57_0007_1.ela.png,1.7503588856104813e-08
id52_0002_0.ela.png,1.6210427444818265e-07
id33_0002_1.ela.png,0.01326291385339573
id16_0011_1.ela.png,0.00010110178436661954
00207_0.ela.png,0.030237837927415967
id56_0000_1.ela.png,2.1238308534066164e-05
